run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2021-05-30_10.05.01_ESN,E-12,2620,8252,4,0.025596241690134174,"[{'start_idx': 1469, 'end_idx': 1676, 'score': 6.277252048305906}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.486444882473447}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.980474335702625}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.689173187074866}, {'start_idx': 5740, 'end_idx': 5809, 'score': 6.811795539650184}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.892308623696756}, {'start_idx': 5880, 'end_idx': 5949, 'score': 7.574636324200906}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.976622910367605}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.972442451667719}, {'start_idx': 6090, 'end_idx': 6159, 'score': 7.171502861609578}, {'start_idx': 6160, 'end_idx': 6229, 'score': 7.285290837265584}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.960804797430538}, {'start_idx': 6300, 'end_idx': 6347, 'score': 6.197150517072824}]",1,1,1,"[[1719, 1926]]","[(5570, 5709), (5850, 5919), (5990, 6597)]",2,"[{'start_idx': 1469, 'end_idx': 1676, 'score': 6.277252048305906}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.486444882473447}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.980474335702625}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.689173187074866}, {'start_idx': 5740, 'end_idx': 5809, 'score': 6.811795539650184}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.892308623696756}, {'start_idx': 5880, 'end_idx': 5949, 'score': 7.574636324200906}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.976622910367605}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.972442451667719}, {'start_idx': 6090, 'end_idx': 6159, 'score': 7.171502861609578}, {'start_idx': 6160, 'end_idx': 6229, 'score': 7.285290837265584}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.960804797430538}, {'start_idx': 6300, 'end_idx': 6347, 'score': 6.197150517072824}]",SMAP,"[[5610, 6141], [5000, 5050]]","[contextual, contextual]"
2021-05-30_10.05.01_ESN,E-13,2620,8380,1,0.04882570991574709,"[{'start_idx': 1100, 'end_idx': 1431, 'score': 2.631796333107441}]",1,3,0,"[[1350, 1681]]",[],3,"[{'start_idx': 1100, 'end_idx': 1431, 'score': 2.631796333107441}]",SMAP,"[[5309, 5410], [5600, 5640], [6449, 6569]]","[contextual, contextual, contextual]"
2021-05-30_10.05.01_ESN,A-1,2620,8380,0,0.0017944136212150919,[],0,1,0,[],[],1,[],SMAP,"[[4690, 4774]]",[point]
2021-05-30_10.05.01_ESN,D-1,2589,8249,3,0.12624114863048508,"[{'start_idx': 1470, 'end_idx': 1716, 'score': 0.7724561095900191}, {'start_idx': 4970, 'end_idx': 5039, 'score': 1.9865937070270927}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.0255905203208755}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.740408705663705}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.757237305785823}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.562468274059293}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.311225223370164}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.891793183519495}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.44134054248122}]",1,0,1,"[[1720, 1966]]","[(5220, 5359), (5570, 5989)]",1,"[{'start_idx': 1470, 'end_idx': 1716, 'score': 0.7724561095900191}, {'start_idx': 4970, 'end_idx': 5039, 'score': 1.9865937070270927}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.0255905203208755}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.740408705663705}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.757237305785823}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.562468274059293}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.311225223370164}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.891793183519495}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.44134054248122}]",SMAP,"[[5250, 8508]]",[point]
2021-05-30_10.05.01_ESN,P-2,2561,7949,1,0.054377125466512015,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 10.466713291628771}, {'start_idx': 5110, 'end_idx': 5179, 'score': 12.839250752871234}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.746866013095465}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.711951771635333}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.367653843459518}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.65280779680912}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.213885107197495}]",0,0,1,[],"[(5290, 5779)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 10.466713291628771}, {'start_idx': 5110, 'end_idx': 5179, 'score': 12.839250752871234}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.746866013095465}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.711951771635333}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.367653843459518}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.65280779680912}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.213885107197495}]",SMAP,"[[5350, 6575]]",[point]
2021-05-30_10.05.01_ESN,P-3,2595,8233,4,0.030873137976629987,"[{'start_idx': 1499, 'end_idx': 1731, 'score': 2.5505454449131872}, {'start_idx': 1886, 'end_idx': 2099, 'score': 2.4898022370200836}, {'start_idx': 5110, 'end_idx': 5179, 'score': 6.0160033920635385}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.452168811506965}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.050544604115595}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.8224576387414055}, {'start_idx': 5390, 'end_idx': 5425, 'score': 6.532635008987932}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.24888205606962}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.23861406960717}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.696033040823677}, {'start_idx': 5740, 'end_idx': 5809, 'score': 8.103166375959411}]",2,0,1,"[[1749, 1981], [2136, 2349]]","[(5360, 5675), (5780, 6059)]",1,"[{'start_idx': 1499, 'end_idx': 1731, 'score': 2.5505454449131872}, {'start_idx': 1886, 'end_idx': 2099, 'score': 2.4898022370200836}, {'start_idx': 5110, 'end_idx': 5179, 'score': 6.0160033920635385}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.452168811506965}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.050544604115595}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.8224576387414055}, {'start_idx': 5390, 'end_idx': 5425, 'score': 6.532635008987932}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.24888205606962}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.23861406960717}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.696033040823677}, {'start_idx': 5740, 'end_idx': 5809, 'score': 8.103166375959411}]",SMAP,"[[5401, 6736]]",[point]
2021-05-30_10.05.01_ESN,D-2,2620,8335,3,0.37598383517485573,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 19.765399340216916}, {'start_idx': 4480, 'end_idx': 4549, 'score': 14.565537519533637}, {'start_idx': 4550, 'end_idx': 4619, 'score': 12.486627809475326}, {'start_idx': 4620, 'end_idx': 4689, 'score': 11.276187808653999}, {'start_idx': 4690, 'end_idx': 4759, 'score': 10.447019421667983}, {'start_idx': 8190, 'end_idx': 8259, 'score': 0.3889028955877087}, {'start_idx': 8265, 'end_idx': 8334, 'score': 1.9987514937684727}]",0,0,1,[],"[(4660, 5009), (8440, 8509), (8515, 8584)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 19.765399340216916}, {'start_idx': 4480, 'end_idx': 4549, 'score': 14.565537519533637}, {'start_idx': 4550, 'end_idx': 4619, 'score': 12.486627809475326}, {'start_idx': 4620, 'end_idx': 4689, 'score': 11.276187808653999}, {'start_idx': 4690, 'end_idx': 4759, 'score': 10.447019421667983}, {'start_idx': 8190, 'end_idx': 8259, 'score': 0.3889028955877087}, {'start_idx': 8265, 'end_idx': 8334, 'score': 1.9987514937684727}]",SMAP,"[[4319, 8536]]",[point]
2021-05-30_10.05.01_ESN,D-3,2620,8380,1,0.1822387196866694,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 5.506234812465023}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.413464046921623}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.716311904439694}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.426772564529069}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.024150081178536}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.674065124936101}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.355530699733247}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.07864993060667}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.799131322952194}]",0,0,1,[],"[(5290, 5919)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 5.506234812465023}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.413464046921623}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.716311904439694}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.426772564529069}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.024150081178536}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.674065124936101}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.355530699733247}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.07864993060667}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.799131322952194}]",SMAP,"[[5225, 8500]]",[point]
2021-05-30_10.05.01_ESN,D-4,2573,8213,1,0.1763824398492049,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 9.819500911808726}, {'start_idx': 5040, 'end_idx': 5109, 'score': 12.756946332084762}, {'start_idx': 5110, 'end_idx': 5179, 'score': 12.041697134924013}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.323561465128176}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.718850654498391}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.209888252680154}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.79734736296548}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.45722265645274}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.118732156266685}]",0,0,1,[],"[(5220, 5849)]",1,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 9.819500911808726}, {'start_idx': 5040, 'end_idx': 5109, 'score': 12.756946332084762}, {'start_idx': 5110, 'end_idx': 5179, 'score': 12.041697134924013}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.323561465128176}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.718850654498391}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.209888252680154}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.79734736296548}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.45722265645274}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.118732156266685}]",SMAP,"[[5225, 8472]]",[point]
2021-05-30_10.05.01_ESN,A-2,2388,7654,1,0.061944276356569114,"[{'start_idx': 4200, 'end_idx': 4269, 'score': 0.6003126668941906}, {'start_idx': 4270, 'end_idx': 4339, 'score': 0.7668304260065403}]",0,0,1,[],"[(4450, 4589)]",1,"[{'start_idx': 4200, 'end_idx': 4269, 'score': 0.6003126668941906}, {'start_idx': 4270, 'end_idx': 4339, 'score': 0.7668304260065403}]",SMAP,"[[4450, 4560]]",[contextual]
2021-05-30_10.05.01_ESN,A-3,2476,7945,1,0.044889062927804764,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 2.378957093866849}, {'start_idx': 4410, 'end_idx': 4479, 'score': 0.8681579821874842}, {'start_idx': 4480, 'end_idx': 4549, 'score': 0.8484745608381631}]",0,0,1,[],"[(4590, 4799)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 2.378957093866849}, {'start_idx': 4410, 'end_idx': 4479, 'score': 0.8681579821874842}, {'start_idx': 4480, 'end_idx': 4549, 'score': 0.8484745608381631}]",SMAP,"[[4575, 4760]]",[contextual]
2021-05-30_10.05.01_ESN,A-4,2430,7820,1,0.06015400882825238,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.7226575041306884}, {'start_idx': 4340, 'end_idx': 4409, 'score': 0.6446430175854784}]",0,0,1,[],"[(4520, 4659)]",1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.7226575041306884}, {'start_idx': 4340, 'end_idx': 4409, 'score': 0.6446430175854784}]",SMAP,"[[4550, 4660]]",[contextual]
2021-05-30_10.05.01_ESN,G-1,2560,8209,0,0.038010443380352865,[],0,1,0,[],[],1,[],SMAP,"[[4770, 4890]]",[contextual]
2021-05-30_10.05.01_ESN,G-2,2218,7101,0,0.002160921988731001,[],0,1,0,[],[],1,[],SMAP,"[[4030, 4070]]",[point]
2021-05-30_10.05.01_ESN,D-5,2301,7368,0,1.0008387200741784,[],0,1,0,[],[],1,[],SMAP,"[[4800, 4850]]",[point]
2021-05-30_10.05.01_ESN,D-6,2334,7624,2,0.012399758095296929,"[{'start_idx': 2730, 'end_idx': 2799, 'score': 3.458168173958245}, {'start_idx': 4620, 'end_idx': 4689, 'score': 7.219344456862805}, {'start_idx': 4690, 'end_idx': 4759, 'score': 6.365928944214111}]",1,0,1,"[[2980, 3049]]","[(4870, 5009)]",1,"[{'start_idx': 2730, 'end_idx': 2799, 'score': 3.458168173958245}, {'start_idx': 4620, 'end_idx': 4689, 'score': 7.219344456862805}, {'start_idx': 4690, 'end_idx': 4759, 'score': 6.365928944214111}]",SMAP,"[[4870, 4950]]",[point]
2021-05-30_10.05.01_ESN,D-7,2323,7382,3,0.16044755539203587,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 11.346147260230092}, {'start_idx': 4830, 'end_idx': 4899, 'score': 11.682143299968638}, {'start_idx': 4900, 'end_idx': 4969, 'score': 10.811291497152672}, {'start_idx': 4970, 'end_idx': 5039, 'score': 10.094065829592244}, {'start_idx': 5040, 'end_idx': 5109, 'score': 9.518470823292859}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.545596026405923}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.399506653257903}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.994405057886437}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.726803075476274}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.532438427227016}]",0,0,1,[],"[(5010, 5359), (5430, 5639), (5710, 5849)]",1,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 11.346147260230092}, {'start_idx': 4830, 'end_idx': 4899, 'score': 11.682143299968638}, {'start_idx': 4900, 'end_idx': 4969, 'score': 10.811291497152672}, {'start_idx': 4970, 'end_idx': 5039, 'score': 10.094065829592244}, {'start_idx': 5040, 'end_idx': 5109, 'score': 9.518470823292859}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.545596026405923}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.399506653257903}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.994405057886437}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.726803075476274}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.532438427227016}]",SMAP,"[[4940, 7641]]",[point]
2021-05-30_10.05.01_ESN,F-1,2609,8324,1,0.06801279755371654,"[{'start_idx': 7280, 'end_idx': 7349, 'score': 1.8555939474558996}]",1,1,0,"[[7530, 7599]]",[],1,"[{'start_idx': 7280, 'end_idx': 7349, 'score': 1.8555939474558996}]",SMAP,"[[5392, 5492]]",[point]
2021-05-30_10.05.01_ESN,P-4,2349,7523,3,0.005020587095376993,"[{'start_idx': 680, 'end_idx': 927, 'score': 11.459383520221722}, {'start_idx': 1920, 'end_idx': 2099, 'score': 10.314968836768358}, {'start_idx': 2100, 'end_idx': 2169, 'score': 8.837314466867397}, {'start_idx': 2170, 'end_idx': 2194, 'score': 7.561959960323878}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.550310069528122}, {'start_idx': 4620, 'end_idx': 4689, 'score': 8.167497476458207}, {'start_idx': 4690, 'end_idx': 4728, 'score': 6.825772421432706}]",0,0,3,[],"[(930, 1177), (2170, 2444), (4800, 4978)]",3,"[{'start_idx': 680, 'end_idx': 927, 'score': 11.459383520221722}, {'start_idx': 1920, 'end_idx': 2099, 'score': 10.314968836768358}, {'start_idx': 2100, 'end_idx': 2169, 'score': 8.837314466867397}, {'start_idx': 2170, 'end_idx': 2194, 'score': 7.561959960323878}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.550310069528122}, {'start_idx': 4620, 'end_idx': 4689, 'score': 8.167497476458207}, {'start_idx': 4690, 'end_idx': 4728, 'score': 6.825772421432706}]",SMAP,"[[950, 1080], [2150, 2350], [4770, 4880]]","[point, point, point]"
