run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,anomaly_sequences
ESN_nolabel_2021-07-28_21.48.21,D-13,787,7403,1,0.30317520778855167,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 18.38192673938539}, {'start_idx': 4900, 'end_idx': 4969, 'score': 15.644305603948977}, {'start_idx': 4970, 'end_idx': 5039, 'score': 13.199272282800198}, {'start_idx': 5040, 'end_idx': 5109, 'score': 11.726203184699443}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.759345806147891}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.051654696510338}]","[(5080, 5499)]"
ESN_nolabel_2021-07-28_21.48.21,D-14,2185,2365,1,0.08582350588824157,"[{'start_idx': 1521, 'end_idx': 1859, 'score': 11.266910024868094}]","[(1771, 2109)]"
ESN_nolabel_2021-07-28_21.48.21,D-15,1160,1898,0,0.14973446833063422,[],[]
ESN_nolabel_2021-07-28_21.48.21,D-16,761,1931,1,0.211816966793932,"[{'start_idx': 431, 'end_idx': 705, 'score': 3.580057145235972}]","[(681, 955)]"
ESN_nolabel_2021-07-28_21.48.21,D-2,1676,8335,3,0.536091123881566,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 19.719830360859785}, {'start_idx': 4480, 'end_idx': 4549, 'score': 14.55943149151226}, {'start_idx': 4550, 'end_idx': 4619, 'score': 12.477803083260225}, {'start_idx': 4620, 'end_idx': 4689, 'score': 11.273146510001162}, {'start_idx': 4690, 'end_idx': 4759, 'score': 10.44343704154838}, {'start_idx': 8190, 'end_idx': 8259, 'score': 0.3911504451840396}, {'start_idx': 8265, 'end_idx': 8334, 'score': 2.001432927398123}]","[(4660, 5009), (8440, 8509), (8515, 8584)]"
ESN_nolabel_2021-07-28_21.48.21,D-3,1676,8380,1,0.19791569042998972,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 7.093409697804919}, {'start_idx': 5110, 'end_idx': 5179, 'score': 11.646086348802827}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.443992253021129}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.934366294597536}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.405086194502504}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.96593155443945}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.571764548801323}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.27247918949558}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.96718541014715}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.657181086778854}]","[(5290, 5989)]"
ESN_nolabel_2021-07-28_21.48.21,D-4,1646,8213,1,0.16803201593076253,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 8.511963385792054}, {'start_idx': 5040, 'end_idx': 5109, 'score': 11.559315121356095}, {'start_idx': 5110, 'end_idx': 5179, 'score': 11.321318214614628}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.787805387082233}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.369900772011489}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.912810764118207}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.51954601677065}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.223487165261847}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.917869670031674}]","[(5220, 5849)]"
ESN_nolabel_2021-07-28_21.48.21,D-5,1472,7368,0,0.9351989046464354,[],[]
ESN_nolabel_2021-07-28_21.48.21,D-6,1493,7624,1,0.10561576253572566,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 1.2243311610445418}, {'start_idx': 4690, 'end_idx': 4759, 'score': 1.1961879430803155}]","[(4870, 5009)]"
ESN_nolabel_2021-07-28_21.48.21,D-7,1486,7382,4,0.18390068679490862,"[{'start_idx': 1181, 'end_idx': 1477, 'score': 0.5394857267324473}, {'start_idx': 2100, 'end_idx': 2169, 'score': 0.6099163629569725}, {'start_idx': 4760, 'end_idx': 4829, 'score': 2.723731365516794}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.937930918948925}, {'start_idx': 4900, 'end_idx': 4969, 'score': 5.658820359965145}, {'start_idx': 4970, 'end_idx': 5039, 'score': 5.868506570260927}, {'start_idx': 5040, 'end_idx': 5109, 'score': 5.935295674650672}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.039818672445282}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.515497844276334}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.513524562468553}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.3680471935214324}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.756761041588331}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.768558919094064}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.589330696085275}]","[(1431, 1727), (2350, 2419), (5010, 5359), (5430, 5919)]"
ESN_nolabel_2021-07-28_21.48.21,D-8,1498,7614,1,0.008355358097382283,"[{'start_idx': 4130, 'end_idx': 4199, 'score': 4.233205574405986}, {'start_idx': 4200, 'end_idx': 4269, 'score': 2.9632853608020215}]","[(4380, 4519)]"
ESN_nolabel_2021-07-28_21.48.21,D-9,1486,7146,1,0.18570171490107268,"[{'start_idx': 6160, 'end_idx': 6229, 'score': 2.7725649999510527}, {'start_idx': 6230, 'end_idx': 6299, 'score': 10.959793477010434}, {'start_idx': 6300, 'end_idx': 6369, 'score': 10.644744439694497}, {'start_idx': 6370, 'end_idx': 6439, 'score': 10.009594801205921}, {'start_idx': 6440, 'end_idx': 6509, 'score': 9.46468153634176}, {'start_idx': 6510, 'end_idx': 6579, 'score': 9.009576335246841}]","[(6410, 6829)]"
ESN_nolabel_2021-07-28_21.48.21,E-1,1676,8256,3,0.09132726072863734,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 4.153230001821617}, {'start_idx': 5460, 'end_idx': 5529, 'score': 4.459902419083827}, {'start_idx': 5530, 'end_idx': 5599, 'score': 4.9918921064810124}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.2242571724663085}, {'start_idx': 5880, 'end_idx': 5949, 'score': 4.889527836898826}, {'start_idx': 6090, 'end_idx': 6159, 'score': 4.831928863508408}, {'start_idx': 6160, 'end_idx': 6229, 'score': 4.987003509380629}, {'start_idx': 6230, 'end_idx': 6299, 'score': 4.799301243184551}]","[(5640, 5919), (6130, 6199), (6340, 6549)]"
ESN_nolabel_2021-07-28_21.48.21,E-10,1676,8245,2,0.11895261426970695,"[{'start_idx': 2520, 'end_idx': 2589, 'score': 3.057382543122907}, {'start_idx': 5320, 'end_idx': 5389, 'score': 3.3019071790269194}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.153166245409063}, {'start_idx': 5460, 'end_idx': 5529, 'score': 4.608777514207308}, {'start_idx': 5530, 'end_idx': 5599, 'score': 4.958900242913438}, {'start_idx': 5600, 'end_idx': 5669, 'score': 4.9589550819034915}]","[(2770, 2839), (5570, 5919)]"
ESN_nolabel_2021-07-28_21.48.21,E-11,1676,8254,4,0.10247719886262219,"[{'start_idx': 1428, 'end_idx': 1736, 'score': 3.686723015941358}, {'start_idx': 2310, 'end_idx': 2379, 'score': 3.892945302858548}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.049484215382748}, {'start_idx': 5250, 'end_idx': 5319, 'score': 4.063204411373952}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.071371044635675}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.145981043149227}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.246603115812592}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.904154278915428}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.398772681740441}, {'start_idx': 5670, 'end_idx': 5714, 'score': 6.967992846903016}]","[(1678, 1986), (2560, 2629), (5360, 5429), (5500, 5964)]"
ESN_nolabel_2021-07-28_21.48.21,E-12,1676,8252,3,0.16931267216427925,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 1.496594116966128}, {'start_idx': 5600, 'end_idx': 5669, 'score': 1.8992997240232325}, {'start_idx': 5740, 'end_idx': 5809, 'score': 2.0929771218843807}, {'start_idx': 5810, 'end_idx': 5879, 'score': 2.4262841382265727}, {'start_idx': 5880, 'end_idx': 5949, 'score': 2.82259002838995}, {'start_idx': 5950, 'end_idx': 6019, 'score': 2.751818353018019}, {'start_idx': 6020, 'end_idx': 6089, 'score': 2.847139805628954}, {'start_idx': 6090, 'end_idx': 6159, 'score': 3.090432451266073}, {'start_idx': 6160, 'end_idx': 6229, 'score': 3.330735030964617}, {'start_idx': 6230, 'end_idx': 6299, 'score': 3.263223952725852}, {'start_idx': 6300, 'end_idx': 6344, 'score': 3.0423169825892553}]","[(5010, 5079), (5850, 5919), (5990, 6594)]"
ESN_nolabel_2021-07-28_21.48.21,E-13,1676,8380,0,0.07049687221213587,[],[]
ESN_nolabel_2021-07-28_21.48.21,E-2,1676,8272,1,0.061327855879611856,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.8156762936535658}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.8268657467218605}, {'start_idx': 5460, 'end_idx': 5529, 'score': 4.510181565226676}, {'start_idx': 5530, 'end_idx': 5599, 'score': 4.7025207205826085}, {'start_idx': 5600, 'end_idx': 5669, 'score': 4.53943221161402}]","[(5570, 5919)]"
ESN_nolabel_2021-07-28_21.48.21,E-3,1676,8047,1,0.022983767775537112,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 6.4488824261654125}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.973265251704264}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.192234764933296}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.389978849377423}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.488250647348337}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.056824548078485}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.767477768327408}]","[(5570, 6059)]"
ESN_nolabel_2021-07-28_21.48.21,E-4,1676,8094,4,0.03097131162138522,"[{'start_idx': 1520, 'end_idx': 1735, 'score': 2.5287990268117726}, {'start_idx': 5320, 'end_idx': 5389, 'score': 2.6681067891650097}, {'start_idx': 5390, 'end_idx': 5459, 'score': 2.6789179528104237}, {'start_idx': 5460, 'end_idx': 5529, 'score': 1.0851467204966085}, {'start_idx': 5530, 'end_idx': 5599, 'score': 1.0596353819032283}, {'start_idx': 5600, 'end_idx': 5669, 'score': 1.0645429684589147}, {'start_idx': 5670, 'end_idx': 5739, 'score': 1.0599065054911763}, {'start_idx': 5880, 'end_idx': 5949, 'score': 1.1700385828406248}, {'start_idx': 5950, 'end_idx': 6019, 'score': 1.160079819560825}, {'start_idx': 6020, 'end_idx': 6089, 'score': 1.1885722691261231}, {'start_idx': 7350, 'end_idx': 7419, 'score': 3.8223122559842944}]","[(1770, 1985), (5570, 5989), (6130, 6339), (7600, 7669)]"
ESN_nolabel_2021-07-28_21.48.21,E-5,1676,8034,1,0.05329679305672614,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 4.301350066756871}]","[(5010, 5079)]"
ESN_nolabel_2021-07-28_21.48.21,E-6,1676,8040,1,0.0031522406542215543,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 19.605545857172714}, {'start_idx': 5390, 'end_idx': 5459, 'score': 14.633377885731795}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.456414222915523}, {'start_idx': 5530, 'end_idx': 5537, 'score': 9.37944143153742}]","[(5570, 5787)]"
ESN_nolabel_2021-07-28_21.48.21,E-7,1605,8050,1,0.016547185967578534,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 11.88531286061087}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.500441631050778}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.743922174495353}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.565574649662645}, {'start_idx': 5460, 'end_idx': 5513, 'score': 7.563647710115422}]","[(5430, 5763)]"
ESN_nolabel_2021-07-28_21.48.21,E-8,1676,8272,2,0.05444459465234209,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 1.931438682958921}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.7641296764502705}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.359700277523151}, {'start_idx': 5530, 'end_idx': 5599, 'score': 6.654317914586642}, {'start_idx': 5600, 'end_idx': 5669, 'score': 6.234325058031478}, {'start_idx': 5670, 'end_idx': 5714, 'score': 5.140834492186817}]","[(5430, 5499), (5640, 5964)]"
ESN_nolabel_2021-07-28_21.48.21,E-9,1676,8042,1,0.05099882621720588,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 0.7267577107502374}, {'start_idx': 5460, 'end_idx': 5529, 'score': 2.4150659624721724}, {'start_idx': 5530, 'end_idx': 5599, 'score': 2.5844165048945653}, {'start_idx': 5600, 'end_idx': 5669, 'score': 2.8057323832276215}, {'start_idx': 5670, 'end_idx': 5717, 'score': 2.5634248229963528}]","[(5640, 5967)]"
ESN_nolabel_2021-07-28_21.48.21,F-1,1669,8324,1,0.06397828769600593,"[{'start_idx': 7280, 'end_idx': 7349, 'score': 2.113008540624966}]","[(7530, 7599)]"
ESN_nolabel_2021-07-28_21.48.21,F-2,1664,8366,6,0.02906268042646238,"[{'start_idx': 1463, 'end_idx': 1765, 'score': 2.0495127295066164}, {'start_idx': 3010, 'end_idx': 3079, 'score': 2.299345766405901}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.1838472282793466}, {'start_idx': 5390, 'end_idx': 5459, 'score': 2.3670539488386546}, {'start_idx': 5810, 'end_idx': 5879, 'score': 2.9347147546154235}, {'start_idx': 5880, 'end_idx': 5949, 'score': 3.1052422465459912}, {'start_idx': 5950, 'end_idx': 6019, 'score': 2.8054774287129796}, {'start_idx': 6510, 'end_idx': 6579, 'score': 3.6067858276792575}, {'start_idx': 6580, 'end_idx': 6649, 'score': 4.148307018932915}, {'start_idx': 6650, 'end_idx': 6719, 'score': 3.639266513024016}]","[(1713, 2015), (3260, 3329), (4660, 4729), (5640, 5709), (6060, 6269), (6760, 6969)]"
ESN_nolabel_2021-07-28_21.48.21,F-3,1676,8116,1,0.017541125594559906,"[{'start_idx': 7700, 'end_idx': 7769, 'score': 5.354224661902712}, {'start_idx': 7770, 'end_idx': 7839, 'score': 5.590663752264544}, {'start_idx': 7840, 'end_idx': 7909, 'score': 5.807102772397202}, {'start_idx': 7910, 'end_idx': 7979, 'score': 5.9932389781447855}]","[(7950, 8229)]"
ESN_nolabel_2021-07-28_21.48.21,F-4,1269,3162,1,0.023067306327944858,"[{'start_idx': 2730, 'end_idx': 2799, 'score': 6.084356068369245}, {'start_idx': 2800, 'end_idx': 2869, 'score': 5.811442682785535}]","[(2980, 3119)]"
ESN_nolabel_2021-07-28_21.48.21,F-5,1496,3662,4,0.02965933277921527,"[{'start_idx': 500, 'end_idx': 688, 'score': 6.254151663789177}, {'start_idx': 1190, 'end_idx': 1465, 'score': 6.414640312258227}, {'start_idx': 2870, 'end_idx': 2939, 'score': 6.35281539371229}, {'start_idx': 3290, 'end_idx': 3359, 'score': 11.739493645042975}, {'start_idx': 3360, 'end_idx': 3429, 'score': 12.716928325055212}, {'start_idx': 3430, 'end_idx': 3499, 'score': 10.79169488433427}, {'start_idx': 3500, 'end_idx': 3551, 'score': 8.568589633890713}]","[(750, 938), (1440, 1715), (3120, 3189), (3540, 3801)]"
ESN_nolabel_2021-07-28_21.48.21,F-7,1440,4794,3,0.1506212962311703,"[{'start_idx': 1086, 'end_idx': 1303, 'score': 3.957098817155397}, {'start_idx': 1723, 'end_idx': 1924, 'score': 3.7964002523629}, {'start_idx': 2450, 'end_idx': 2519, 'score': 4.116901995879855}, {'start_idx': 2520, 'end_idx': 2589, 'score': 4.154255421398372}]","[(1336, 1553), (1973, 2174), (2700, 2839)]"
ESN_nolabel_2021-07-28_21.48.21,F-8,1972,2227,0,0.09711283828734983,[],[]
ESN_nolabel_2021-07-28_21.48.21,G-1,1638,8209,5,0.04476525633202934,"[{'start_idx': 6930, 'end_idx': 6999, 'score': 1.740489188036285}, {'start_idx': 7070, 'end_idx': 7139, 'score': 1.9788672907656577}, {'start_idx': 7140, 'end_idx': 7209, 'score': 2.1287632473389375}, {'start_idx': 7420, 'end_idx': 7489, 'score': 2.0744003856933695}, {'start_idx': 7490, 'end_idx': 7559, 'score': 2.3874479127483617}, {'start_idx': 7560, 'end_idx': 7629, 'score': 2.512438506108373}, {'start_idx': 7630, 'end_idx': 7699, 'score': 2.408896898444861}, {'start_idx': 8050, 'end_idx': 8119, 'score': 2.757605762199943}, {'start_idx': 8139, 'end_idx': 8208, 'score': 2.7269676248933132}]","[(7180, 7249), (7320, 7459), (7670, 7949), (8300, 8369), (8389, 8458)]"
ESN_nolabel_2021-07-28_21.48.21,G-2,1419,7101,0,0.003156010365254475,[],[]
ESN_nolabel_2021-07-28_21.48.21,G-3,1512,7647,0,0.0021766554791739956,[],[]
ESN_nolabel_2021-07-28_21.48.21,G-4,1465,7372,1,0.004162756029316351,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 10.419658182092347}, {'start_idx': 4480, 'end_idx': 4549, 'score': 9.260044591862094}, {'start_idx': 4550, 'end_idx': 4619, 'score': 6.738462971578607}]","[(4660, 4869)]"
ESN_nolabel_2021-07-28_21.48.21,G-6,1676,8380,1,0.01121349287291991,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 4.420444946361106}]","[(5640, 5709)]"
ESN_nolabel_2021-07-28_21.48.21,G-7,1398,7769,5,0.012306932883459656,"[{'start_idx': 877, 'end_idx': 1190, 'score': 8.821551447368895}, {'start_idx': 2450, 'end_idx': 2519, 'score': 9.44834700775581}, {'start_idx': 3360, 'end_idx': 3429, 'score': 13.16702258839618}, {'start_idx': 3430, 'end_idx': 3499, 'score': 14.509023130678614}, {'start_idx': 3500, 'end_idx': 3569, 'score': 11.856818512106983}, {'start_idx': 3570, 'end_idx': 3627, 'score': 9.045425896084568}, {'start_idx': 4760, 'end_idx': 4829, 'score': 11.133670042377805}, {'start_idx': 4830, 'end_idx': 4899, 'score': 11.443684513938319}, {'start_idx': 4900, 'end_idx': 4963, 'score': 8.71776090777347}, {'start_idx': 7280, 'end_idx': 7349, 'score': 12.726060694758978}, {'start_idx': 7350, 'end_idx': 7419, 'score': 15.189790470561345}, {'start_idx': 7420, 'end_idx': 7489, 'score': 13.171333056465546}, {'start_idx': 7490, 'end_idx': 7559, 'score': 9.639088727680829}]","[(1127, 1440), (2700, 2769), (3610, 3877), (5010, 5213), (7530, 7809)]"
ESN_nolabel_2021-07-28_21.48.21,M-1,1247,2017,0,0.06172887586841522,[],[]
ESN_nolabel_2021-07-28_21.48.21,M-2,1246,2017,0,0.06789876505218664,[],[]
ESN_nolabel_2021-07-28_21.48.21,M-3,1136,1867,1,0.0756598429797986,"[{'start_idx': 1649, 'end_idx': 1866, 'score': 2.5911057432905005}]","[(1899, 2116)]"
ESN_nolabel_2021-07-28_21.48.21,M-4,1161,1778,1,0.09100927679075616,"[{'start_idx': 1127, 'end_idx': 1337, 'score': 3.096014502064631}]","[(1377, 1587)]"
ESN_nolabel_2021-07-28_21.48.21,M-5,1133,2043,0,0.08546034941154887,[],[]
ESN_nolabel_2021-07-28_21.48.21,M-6,835,1789,1,0.05454863823772818,"[{'start_idx': 1565, 'end_idx': 1788, 'score': 11.76508359130203}]","[(1815, 2038)]"
ESN_nolabel_2021-07-28_21.48.21,M-7,848,1896,1,0.031360520544306936,"[{'start_idx': 620, 'end_idx': 898, 'score': 13.536603319649606}]","[(870, 1148)]"
ESN_nolabel_2021-07-28_21.48.21,P-1,1671,8245,1,0.07600050493378249,"[{'start_idx': 1890, 'end_idx': 2099, 'score': 0.6493247597500116}]","[(2140, 2349)]"
ESN_nolabel_2021-07-28_21.48.21,P-10,2590,5840,1,0.2846401766905332,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 2.3885844901677062}, {'start_idx': 4410, 'end_idx': 4479, 'score': 6.604930008954855}, {'start_idx': 4480, 'end_idx': 4549, 'score': 8.627910205655944}, {'start_idx': 4550, 'end_idx': 4619, 'score': 8.510716274242888}, {'start_idx': 4620, 'end_idx': 4689, 'score': 8.267878687208592}, {'start_idx': 4690, 'end_idx': 4759, 'score': 8.005666305992403}]","[(4590, 5009)]"
ESN_nolabel_2021-07-28_21.48.21,P-11,2373,3275,1,0.025427633642619085,"[{'start_idx': 1502, 'end_idx': 1743, 'score': 4.008312636600663}]","[(1752, 1993)]"
